Time (s),Current (A),Voltage (V)
12619.235,0,4.059
12620.23501,0,4.059
12621.235,0,4.059
12622.23501,0,4.059
12623.235,0,4.059
12624.23501,0,4.059
12625.235,0,4.059
12626.235,0,4.059
12627.23501,0,4.059
12628.235,0,4.058
12629.23501,0,4.059
12630.235,0,4.059
12631.23501,0,4.059
12632.235,0,4.059
12633.23501,0,4.059
12634.235,0,4.058
12635.23501,0,4.058
12636.235,0,4.058
12637.23501,0,4.058
12638.235,0,4.059
12639.235,0,4.059
12640.23501,0,4.059
12641.235,0,4.059
12642.23501,0,4.059
12643.235,0,4.059
12644.23501,0,4.059
12645.235,0,4.059
12646.23501,0,4.059
12647.235,0,4.059
12648.23501,0,4.059
12649.235,0,4.059
12650.23501,0,4.058
12651.235,0,4.059
12652.235,0,4.059
12653.23501,0,4.059
12654.235,0,4.059
12655.23501,0,4.058
12656.235,0,4.059
12657.23501,0,4.059
12658.235,0,4.059
12659.23501,0,4.059
12660.235,0,4.059
12661.23501,0,4.059
12662.235,0,4.059
12663.23501,0,4.059
12664.235,0,4.059
12665.235,0,4.059
12666.23501,0,4.059
12667.235,0,4.059
12668.23501,0,4.059
12669.235,0,4.059
12670.23501,0,4.058
12671.235,0,4.059
12672.23501,0,4.059
12673.235,0,4.059
12674.23501,0,4.059
12675.235,0,4.059
12676.23501,0,4.059
12677.235,0,4.059
12678.235,0,4.059
12679.23501,0,4.059
12680.235,0,4.059
12681.23501,0,4.059
12682.235,0,4.059
12683.23501,0,4.059
12684.235,0,4.059
12685.23501,0,4.059
12686.235,0,4.058
12687.23501,0,4.059
12688.235,0,4.059
12689.23501,0,4.059
12690.23501,0,4.059
12691.235,0,4.059
12692.23501,0,4.059
12693.235,0,4.059
12694.23501,0,4.059
12695.235,0,4.059
12696.23501,0,4.059
12697.235,0,4.059
12698.23501,0,4.059
12699.235,0,4.059
12700.23501,0,4.059
12701.235,0,4.059
12702.23501,0,4.059
12703.23501,0,4.059
12704.235,0,4.059
12705.23501,0,4.059
12706.235,0,4.059
12707.23501,0,4.059
12708.235,0,4.059
12709.23501,0,4.059
12710.235,0,4.059
12711.23501,0,4.059
12712.235,0,4.059
12713.23501,0,4.059
12714.235,0,4.059
12715.235,0,4.059
12716.23501,0,4.059
12717.235,0,4.059
12718.23501,0,4.059
12719.235,0,4.059
12720.23501,0,4.059
12721.235,0,4.059
12722.23501,0,4.059
12723.235,0,4.059
12724.23501,0,4.059
12725.235,0,4.059
12726.23501,0,4.059
12727.235,0,4.059
12728.235,0,4.059
12729.23501,0,4.059
12730.235,0,4.059
12731.23501,0,4.059
12732.235,0,4.059
12733.23501,0,4.059
12734.235,0,4.059
12735.23501,0,4.059
12736.235,0,4.059
12737.23501,0,4.059
12738.235,0,4.059
12739.23501,0,4.059
12740.235,0,4.059
12741.235,0,4.059
12742.23501,0,4.059
12743.235,0,4.059
12744.23501,0,4.059
12745.235,0,4.059
12746.23501,0,4.059
12747.235,0,4.059
12748.23501,0,4.059
12749.235,0,4.059
12750.23501,0,4.059
12751.235,0,4.059
12752.23501,0,4.059
12753.235,0,4.059
12754.235,0,4.059
12755.23501,0,4.059
12756.235,0,4.059
12757.23501,0,4.059
12758.235,0,4.059
12759.23501,0,4.059
12760.235,0,4.059
12761.23501,0,4.059
12762.235,0,4.059
12763.23501,0,4.059
12764.235,0,4.059
12765.23501,0,4.059
12766.235,0,4.059
12767.235,0,4.059
12768.23501,0,4.059
12769.235,0,4.059
12770.23501,0,4.059
12771.235,0,4.059
12772.23501,0,4.059
12773.235,0,4.059
12774.23501,0,4.059
12775.235,0,4.059
12776.23501,0,4.059
12777.235,0,4.059
12778.23501,0,4.059
12779.235,0,4.059
12780.235,0,4.059
12781.23501,0,4.059
12782.235,0,4.059
12783.23501,0,4.059
12784.235,0,4.059
12785.23501,0,4.059
12786.235,0,4.059
12787.23501,0,4.059
12788.235,0,4.059
12789.23501,0,4.059
12790.235,0,4.059
12791.23501,0,4.059
12792.23501,0,4.059
12793.235,0,4.059
12794.23501,0,4.059
12795.235,0,4.059
12796.23501,0,4.059
12797.235,0,4.059
12798.23501,0,4.059
12799.235,0,4.059
12800.23501,0,4.059
12801.235,0,4.059
12802.23501,0,4.059
12803.235,0,4.059
12804.23501,0,4.059
12805.23501,0,4.059
12806.235,0,4.059
12807.23501,0,4.059
12808.235,0,4.059
12809.23501,0,4.059
12810.235,0,4.059
12811.23501,0,4.059
12812.235,0,4.059
12813.23501,0,4.059
12814.235,0,4.059
12815.23501,0,4.059
12816.235,0,4.059
12817.235,0,4.059
12818.23501,0,4.059
12819.235,0,4.059
12820.23501,0,4.059
12821.235,0,4.059
12822.23501,0,4.059
12823.235,0,4.059
12824.23501,0,4.059
12825.235,0,4.059
12826.23501,0,4.059
12827.235,0,4.059
12828.23501,0,4.059
12829.235,0,4.059
12830.235,0,4.059
12831.23501,0,4.059
12832.235,0,4.059
12833.23501,0,4.059
12834.235,0,4.059
12835.23501,0,4.059
12836.235,0,4.059
12837.23501,0,4.059
12838.235,0,4.059
12839.23501,0,4.059
12840.235,0,4.059
12841.23501,0,4.059
12842.235,0,4.059
12843.235,0,4.059
12844.23501,0,4.059
12845.235,0,4.059
12846.23501,0,4.059
12847.235,0,4.059
12848.23501,0,4.059
12849.235,0,4.059
12850.23501,0,4.059
12851.235,0,4.059
12852.23501,0,4.059
12853.235,0,4.059
12854.23501,0,4.059
12855.235,0,4.059
12856.235,0,4.059
12857.23501,0,4.059
12858.235,0,4.059
12859.23501,0,4.059
12860.235,0,4.059
12861.23501,0,4.059
12862.235,0,4.059
12863.23501,0,4.059
12864.235,0,4.059
12865.23501,0,4.059
12866.235,0,4.059
12867.23501,0,4.059
12868.235,0,4.059
12869.235,0,4.059
12870.23501,0,4.059
12871.235,0,4.059
12872.23501,0,4.059
12873.235,0,4.059
12874.23501,0,4.059
12875.235,0,4.059
12876.23501,0,4.059
12877.235,0,4.059
12878.23501,0,4.059
12879.235,0,4.059
12880.23501,0,4.059
12881.23501,0,4.059
12882.235,0,4.059
12883.23501,0,4.059
12884.235,0,4.059
12885.23501,0,4.059
12886.235,0,4.059
12887.23501,0,4.059
12888.235,0,4.059
12889.23501,0,4.059
12890.235,0,4.059
12891.23501,0,4.059
12892.235,0,4.059
12893.23501,0,4.059
12894.23501,0,4.059
12895.235,0,4.059
12896.23501,0,4.059
12897.235,0,4.059
12898.23501,0,4.059
12899.235,0,4.059
12900.23501,0,4.059
12901.235,0,4.059
12902.23501,0,4.059
12903.235,0,4.059
12904.23501,0,4.059
12905.235,0,4.059
12906.235,0,4.059
12907.23501,0,4.059
12908.235,0,4.059
12909.23501,0,4.059
12910.235,0,4.059
12911.23501,0,4.059
12912.235,0,4.059
12913.23501,0,4.059
12914.235,0,4.059
12915.23501,0,4.059
12916.235,0,4.059
12917.23501,0,4.059
12918.235,0,4.059
12919.235,0,4.059
12920.23501,0,4.059
12921.235,0,4.059
12922.23501,0,4.059
12923.235,0,4.059
12924.23501,0,4.059
12925.235,0,4.059
12926.23501,0,4.059
12927.235,0,4.059
12928.23501,0,4.059
12929.235,0,4.059
12930.23501,0,4.059
12931.235,0,4.059
12932.235,0,4.059
12933.23501,0,4.059
12934.235,0,4.059
12935.23501,0,4.059
12936.235,0,4.059
12937.23501,0,4.059
12938.235,0,4.059
12939.23501,0,4.059
12940.235,0,4.059
12941.23501,0,4.059
12942.235,0,4.059
12943.23501,0,4.059
12944.235,0,4.059
12945.235,0,4.059
12946.23501,0,4.059
12947.235,0,4.059
12948.23501,0,4.059
12949.235,0,4.059
12950.23501,0,4.059
12951.235,0,4.059
12952.23501,0,4.059
12953.235,0,4.059
12954.23501,0,4.059
12955.235,0,4.059
12956.23501,0,4.059
12957.235,0,4.059
12958.235,0,4.059
12959.23501,0,4.059
12960.235,0,4.059
12961.23501,0,4.059
12962.235,0,4.059
12963.23501,0,4.059
12964.235,0,4.059
12965.23501,0,4.059
12966.235,0,4.059
12967.23501,0,4.059
12968.235,0,4.059
12969.23501,0,4.059
12970.235,0,4.059
12971.235,0,4.059
12972.23501,0,4.059
12973.235,0,4.059
12974.23501,0,4.059
12975.235,0,4.059
12976.23501,0,4.059
12977.235,0,4.059
12978.23501,0,4.059
12979.235,0,4.059
12980.23501,0,4.059
12981.235,0,4.059
12982.23501,0,4.059
12983.23501,0,4.059
12984.235,0,4.059
12985.23501,0,4.059
12986.235,0,4.059
12987.23501,0,4.059
12988.235,0,4.059
12989.23501,0,4.059
12990.235,0,4.059
12991.23501,0,4.059
12992.235,0,4.059
12993.23501,0,4.059
12994.235,0,4.059
12995.23501,0,4.059
12996.23501,0,4.059
12997.235,0,4.059
12998.23501,0,4.059
12999.235,0,4.059
13000.23501,0,4.059
13001.235,0,4.059
13002.23501,0,4.059
13003.235,0,4.059
13004.23501,0,4.059
13005.235,0,4.059
13006.23501,0,4.059
13007.235,0,4.059
13008.235,0,4.059
13009.23501,0,4.059
13010.235,0,4.059
13011.23501,0,4.059
13012.235,0,4.059
13013.23501,0,4.059
13014.235,0,4.059
13015.23501,0,4.059
13016.235,0,4.059
13017.23501,0,4.059
13018.235,0,4.059
13019.23501,0,4.059
13020.235,0,4.059
13021.235,0,4.059
13022.23501,0,4.059
13023.235,0,4.059
13024.23501,0,4.059
13025.235,0,4.059
13026.23501,0,4.059
13027.235,0,4.059
13028.23501,0,4.059
13029.235,0,4.059
13030.23501,0,4.059
13031.235,0,4.059
13032.23501,0,4.059
13033.235,0,4.059
13034.235,0,4.059
13035.23501,0,4.059
13036.235,0,4.059
13037.23501,0,4.059
13038.235,0,4.059
13039.23501,0,4.059
13040.235,0,4.059
13041.23501,0,4.059
13042.235,0,4.059
13043.23501,0,4.059
13044.235,0,4.059
13045.23501,0,4.059
13046.235,0,4.059
13047.235,0,4.059
13048.23501,0,4.059
13049.235,0,4.059
13050.23501,0,4.059
13051.235,0,4.059
13052.23501,0,4.059
13053.235,0,4.059
13054.23501,0,4.059
13055.235,0,4.059
13056.23501,0,4.059
13057.235,0,4.059
13058.23501,0,4.059
13059.235,0,4.059
13060.235,0,4.059
13061.23501,0,4.059
13062.235,0,4.059
13063.23501,0,4.059
13064.235,0,4.059
13065.23501,0,4.059
13066.235,0,4.059
13067.23501,0,4.059
13068.235,0,4.059
13069.23501,0,4.059
13070.235,0,4.059
13071.23501,0,4.059
13072.235,0,4.059
13073.235,0,4.059
13074.23501,0,4.059
13075.235,0,4.059
13076.23501,0,4.059
13077.235,0,4.059
13078.23501,0,4.059
13079.235,0,4.059
13080.23501,0,4.059
13081.235,0,4.059
13082.23501,0,4.059
13083.235,0,4.059
13084.23501,0,4.059
13085.23501,0,4.059
13086.235,0,4.059
13087.23501,0,4.059
13088.235,0,4.059
13089.23501,0,4.059
13090.235,0,4.059
13091.23501,0,4.059
13092.235,0,4.059
13093.23501,0,4.059
13094.235,0,4.059
13095.23501,0,4.059
13096.235,0,4.059
13097.235,0,4.059
13098.23501,0,4.059
13099.235,0,4.059
13100.23501,0,4.059
13101.235,0,4.059
13102.23501,0,4.059
13103.235,0,4.059
13104.23501,0,4.059
13105.235,0,4.059
13106.23501,0,4.059
13107.235,0,4.059
13108.23501,0,4.059
13109.235,0,4.059
13110.235,0,4.059
13111.23501,0,4.059
13112.235,0,4.059
13113.23501,0,4.059
13114.235,0,4.059
13115.23501,0,4.059
13116.235,0,4.059
13117.23501,0,4.059
13118.235,0,4.059
13119.23501,0,4.059
13120.235,0,4.059
13121.23501,0,4.059
13122.235,0,4.059
13123.235,0,4.059
13124.23501,0,4.059
13125.235,0,4.059
13126.23501,0,4.059
13127.235,0,4.059
13128.23501,0,4.059
13129.235,0,4.059
13130.23501,0,4.059
13131.235,0,4.059
13132.23501,0,4.059
13133.235,0,4.059
13134.23501,0,4.059
13135.235,0,4.059
13136.235,0,4.059
13137.23501,0,4.059
13138.235,0,4.059
13139.23501,0,4.059
13140.235,0,4.059
13141.23501,0,4.059
13142.235,0,4.059
13143.23501,0,4.059
13144.235,0,4.059
13145.23501,0,4.059
13146.235,0,4.059
13147.23501,0,4.059
13148.235,0,4.059
13149.235,0,4.059
13150.23501,0,4.059
13151.235,0,4.059
13152.23501,0,4.059
13153.235,0,4.059
13154.23501,0,4.059
13155.235,0,4.059
13156.23501,0,4.059
13157.235,0,4.059
13158.23501,0,4.059
13159.235,0,4.059
13160.23501,0,4.059
13161.235,0,4.059
13162.235,0,4.059
13163.23501,0,4.059
13164.235,0,4.059
13165.23501,0,4.059
13166.235,0,4.059
13167.23501,0,4.059
13168.235,0,4.059
13169.23501,0,4.059
13170.235,0,4.059
13171.23501,0,4.059
13172.235,0,4.059
13173.23501,0,4.059
13174.23501,0,4.059
13175.235,0,4.059
13176.23501,0,4.059
13177.235,0,4.059
13178.23501,0,4.059
13179.235,0,4.059
13180.23501,0,4.059
13181.235,0,4.059
13182.23501,0,4.059
13183.235,0,4.059
13184.23501,0,4.059
13185.235,0,4.059
13186.23501,0,4.059
13187.23501,0,4.06
13188.235,0,4.059
13189.23501,0,4.059
13190.235,0,4.059
13191.23501,0,4.059
13192.235,0,4.059
13193.23501,0,4.059
13194.235,0,4.059
13195.23501,0,4.059
13196.235,0,4.059
13197.23501,0,4.059
13198.235,0,4.059
13199.235,0,4.06
13200.23501,0,4.06
13201.235,0,4.06
13202.23501,0,4.059
13203.235,0,4.06
13204.23501,0,4.06
13205.235,0,4.06
13206.23501,0,4.06
13207.235,0,4.06
13208.23501,0,4.06
13209.235,0,4.059
13210.23501,0,4.06
13211.235,0,4.06
13212.235,0,4.06
13213.23501,0,4.06
13214.235,0,4.059
13215.23501,0,4.059
13216.235,0,4.059
13217.23501,0,4.06
13218.235,0,4.059
13219.23501,0,4.06
13220.235,0,4.059
13221.23501,0,4.059
13222.235,0,4.059
13223.23501,0,4.06
13224.235,0,4.059
13225.235,0,4.059
13226.23501,0,4.06
13227.235,0,4.06
13228.23501,0,4.059
13229.235,0,4.06
13230.23501,0,4.059
13231.235,0,4.059
13232.23501,0,4.059
13233.235,0,4.059
13234.23501,0,4.059
13235.235,0,4.059
13236.23501,0,4.059
13237.235,0,4.059
13238.235,0,4.059
13239.23501,0,4.059
13240.235,0,4.06
13241.23501,0,4.059
13242.235,0,4.059
13243.23501,0,4.059
13244.235,0,4.06
13245.23501,0,4.06
13246.235,0,4.06
13247.23501,0,4.06
13248.235,0,4.06
13249.23501,0,4.059
13250.235,0,4.06
13251.235,0,4.06
13252.23501,0,4.06
13253.235,0,4.059
13254.23501,0,4.059
13255.235,0,4.059
13256.23501,0,4.059
13257.235,0,4.059
13258.23501,0,4.06
13259.235,0,4.059
13260.23501,0,4.059
13261.235,0,4.059
13262.23501,0,4.06
13263.235,0,4.059
13264.235,0,4.06
13265.23501,0,4.06
13266.235,0,4.06
13267.23501,0,4.06
13268.235,0,4.059
13269.23501,0,4.059
13270.235,0,4.06
13271.23501,0,4.059
13272.235,0,4.06
13273.23501,0,4.06
13274.235,0,4.059
13275.23501,0,4.06
13276.23501,0,4.06
13277.235,0,4.06
13278.23501,0,4.06
13279.235,0,4.06
13280.23501,0,4.06
13281.235,0,4.06
13282.23501,0,4.06
13283.235,0,4.059
13284.23501,0,4.06
13285.235,0,4.06
13286.23501,0,4.059
13287.235,0,4.06
13288.235,0,4.06
13289.23501,0,4.06
13290.235,0,4.059
13291.23501,0,4.059
13292.235,0,4.059
13293.23501,0,4.059
13294.235,0,4.06
13295.23501,0,4.06
13296.235,0,4.059
13297.23501,0,4.06
13298.235,0,4.06
13299.23501,0,4.06
13300.235,0,4.06
13301.235,0,4.059
13302.23501,0,4.059
13303.235,0,4.06
13304.23501,0,4.06
13305.235,0,4.06
13306.23501,0,4.06
13307.235,0,4.06
13308.23501,0,4.059
13309.235,0,4.06
13310.23501,0,4.06
13311.235,0,4.059
13312.23501,0,4.06
13313.235,0,4.06
13314.235,0,4.06
13315.23501,0,4.06
13316.235,0,4.06
13317.23501,0,4.06
13318.235,0,4.06
13319.23501,0,4.06
13320.235,0,4.06
13321.23501,0,4.06
13322.235,0,4.059
13323.23501,0,4.06
13324.235,0,4.06
13325.23501,0,4.06
13326.235,0,4.06
13327.235,0,4.059
13328.23501,0,4.059
13329.235,0,4.06
13330.23501,0,4.06
13331.235,0,4.06
13332.23501,0,4.06
13333.235,0,4.06
13334.23501,0,4.06
13335.235,0,4.06
13336.23501,0,4.06
13337.235,0,4.06
13338.23501,0,4.059
13339.235,0,4.06
13340.235,0,4.06
13341.23501,0,4.06
13342.235,0,4.06
13343.23501,0,4.059
13344.235,0,4.06
13345.23501,0,4.06
13346.235,0,4.06
13347.23501,0,4.06
13348.235,0,4.06
13349.23501,0,4.06
13350.235,0,4.06
13351.23501,0,4.06
13352.235,0,4.06
13353.235,0,4.06
13354.23501,0,4.06
13355.235,0,4.06
13356.23501,0,4.06
13357.235,0,4.06
13358.23501,0,4.06
13359.235,0,4.06
13360.23501,0,4.06
13361.235,0,4.059
13362.23501,0,4.06
13363.235,0,4.06
13364.23501,0,4.06
13365.23501,0,4.06
13366.235,0,4.06
13367.23501,0,4.06
13368.235,0,4.06
13369.23501,0,4.06
13370.235,0,4.06
13371.23501,0,4.06
13372.235,0,4.06
13373.23501,0,4.059
13374.235,0,4.06
13375.23501,0,4.06
13376.235,0,4.06
13377.23501,0,4.06
13378.23501,0,4.06
13379.235,0,4.06
13380.23501,0,4.06
13381.235,0,4.06
13382.23501,0,4.06
13383.235,0,4.06
13384.23501,0,4.06
13385.235,0,4.06
13386.23501,0,4.06
13387.235,0,4.06
13388.23501,0,4.06
13389.235,0,4.06
13390.235,0,4.06
13391.23501,0,4.06
13392.235,0,4.059
13393.23501,0,4.06
13394.235,0,4.06
13395.23501,0,4.06
13396.235,0,4.06
13397.23501,0,4.06
13398.235,0,4.06
13399.23501,0,4.06
13400.235,0,4.06
13401.23501,0,4.06
13402.235,0,4.06
13403.235,0,4.06
13404.23501,0,4.06
13405.235,0,4.06
13406.23501,0,4.06
13407.235,0,4.06
13408.23501,0,4.06
13409.235,0,4.06
13410.23501,0,4.06
13411.235,0,4.06
13412.23501,0,4.06
13413.235,0,4.06
13414.23501,0,4.06
13415.235,0,4.06
13416.235,0,4.06
13417.23501,0,4.06
13418.235,0,4.06
13419.23501,0,4.06
13420.235,0,4.06
13421.23501,0,4.06
13422.235,0,4.06
13423.23501,0,4.06
13424.235,0,4.06
13425.23501,0,4.06
13426.235,0,4.06
13427.23501,0,4.06
13428.235,0,4.06
13429.235,0,4.06
13430.23501,0,4.06
13431.235,0,4.06
13432.23501,0,4.06
13433.235,0,4.06
13434.23501,0,4.06
13435.235,0,4.06
13436.23501,0,4.06
13437.235,0,4.06
13438.23501,0,4.06
13439.235,0,4.06
13440.23501,0,4.06
13441.235,0,4.06
13442.235,0,4.06
13443.23501,0,4.06
13444.235,0,4.06
13445.23501,0,4.06
13446.235,0,4.06
13447.23501,0,4.06
13448.235,0,4.06
13449.23501,0,4.06
13450.235,0,4.06
13451.23501,0,4.06
13452.235,0,4.06
13453.23501,0,4.06
13454.235,0,4.06
13455.235,0,4.06
13456.23501,0,4.06
13457.235,0,4.06
13458.23501,0,4.06
13459.235,0,4.06
13460.23501,0,4.06
13461.235,0,4.06
13462.23501,0,4.06
13463.235,0,4.06
13464.23501,0,4.06
13465.235,0,4.06
13466.23501,0,4.06
13467.23501,0,4.06
13468.235,0,4.06
13469.23501,0,4.06
13470.235,0,4.06
13471.23501,0,4.06
13472.235,0,4.06
13473.23501,0,4.06
13474.235,0,4.06
13475.23501,0,4.06
13476.235,0,4.06
13477.23501,0,4.06
13478.235,0,4.06
13479.23501,0,4.06
13480.23501,0,4.06
13481.235,0,4.06
13482.23501,0,4.06
13483.235,0,4.06
13484.23501,0,4.06
13485.235,0,4.06
13486.23501,0,4.06
13487.235,0,4.06
13488.23501,0,4.06
13489.235,0,4.06
13490.23501,0,4.06
13491.235,0,4.06
13492.235,0,4.06
13493.23501,0,4.06
13494.235,0,4.06
13495.23501,0,4.06
13496.235,0,4.06
13497.23501,0,4.06
13498.235,0,4.06
13499.23501,0,4.06
13500.235,0,4.06
13501.23501,0,4.06
13502.235,0,4.06
13503.23501,0,4.06
13504.235,0,4.06
13505.235,0,4.06
13506.23501,0,4.06
13507.235,0,4.06
13508.23501,0,4.06
13509.235,0,4.06
13510.23501,0,4.06
13511.235,0,4.06
13512.23501,0,4.06
13513.235,0,4.06
13514.23501,0,4.06
13515.235,0,4.06
13516.23501,0,4.06
13517.235,0,4.06
13518.235,0,4.06
13519.23501,0,4.06
13520.235,0,4.06
13521.23501,0,4.06
13522.235,0,4.06
13523.23501,0,4.06
13524.235,0,4.06
13525.23501,0,4.06
13526.235,0,4.06
13527.23501,0,4.06
13528.235,0,4.06
13529.23501,0,4.06
13530.235,0,4.06
13531.235,0,4.06
13532.23501,0,4.06
13533.235,0,4.06
13534.23501,0,4.06
13535.235,0,4.06
13536.23501,0,4.06
13537.235,0,4.06
13538.23501,0,4.06
13539.235,0,4.06
13540.23501,0,4.06
13541.235,0,4.06
13542.23501,0,4.06
13543.235,0,4.06
13544.235,0,4.06
13545.23501,0,4.06
13546.235,0,4.06
13547.23501,0,4.06
13548.235,0,4.06
13549.23501,0,4.06
13550.235,0,4.06
13551.23501,0,4.06
13552.235,0,4.06
13553.23501,0,4.06
13554.235,0,4.06
13555.23501,0,4.06
13556.23501,0,4.06
13557.235,0,4.06
13558.23501,0,4.06
13559.235,0,4.06
13560.23501,0,4.06
13561.235,0,4.06
13562.23501,0,4.06
13563.235,0,4.06
13564.23501,0,4.06
13565.235,0,4.06
13566.23501,0,4.06
13567.235,0,4.06
13568.23501,0,4.06
13569.23501,0,4.06
13570.235,0,4.06
13571.23501,0,4.06
13572.235,0,4.06
13573.23501,0,4.06
13574.235,0,4.06
13575.23501,0,4.06
13576.235,0,4.06
13577.23501,0,4.06
13578.235,0,4.06
13579.23501,0,4.06
13580.235,0,4.06
13581.235,0,4.06
13582.23501,0,4.06
13583.235,0,4.06
13584.23501,0,4.06
13585.235,0,4.06
13586.23501,0,4.06
13587.235,0,4.06
13588.23501,0,4.06
13589.235,0,4.06
13590.23501,0,4.06
13591.235,0,4.06
13592.23501,0,4.06
13593.235,0,4.06
13594.235,0,4.06
13595.23501,0,4.06
13596.235,0,4.06
13597.23501,0,4.06
13598.235,0,4.06
13599.23501,0,4.06
13600.235,0,4.06
13601.23501,0,4.06
13602.235,0,4.06
13603.23501,0,4.06
13604.235,0,4.06
13605.23501,0,4.06
13606.235,0,4.06
13607.235,0,4.06
13608.23501,0,4.06
13609.235,0,4.06
13610.23501,0,4.06
13611.235,0,4.06
13612.23501,0,4.06
13613.235,0,4.06
13614.23501,0,4.06
13615.235,0,4.06
13616.23501,0,4.06
13617.235,0,4.06
13618.23501,0,4.06
13619.235,0,4.06
13620.235,0,4.06
13621.23501,0,4.06
13622.235,0,4.06
13623.23501,0,4.06
13624.235,0,4.06
13625.23501,0,4.06
13626.235,0,4.06
13627.23501,0,4.06
13628.235,0,4.06
13629.23501,0,4.06
13630.235,0,4.06
13631.23501,0,4.06
13632.235,0,4.06
13633.235,0,4.06
13634.23501,0,4.06
13635.235,0,4.06
13636.23501,0,4.06
13637.235,0,4.06
13638.23501,0,4.06
13639.235,0,4.06
13640.23501,0,4.06
13641.235,0,4.06
13642.23501,0,4.06
13643.235,0,4.06
13644.23501,0,4.06
13645.235,0,4.06
13646.235,0,4.06
13647.23501,0,4.06
13648.235,0,4.06
13649.23501,0,4.06
13650.235,0,4.06
13651.23501,0,4.06
13652.235,0,4.06
13653.23501,0,4.06
13654.235,0,4.06
13655.23501,0,4.06
13656.235,0,4.06
13657.23501,0,4.06
13658.23501,0,4.06
13659.235,0,4.06
13660.23501,0,4.06
13661.235,0,4.06
13662.23501,0,4.06
13663.235,0,4.06
13664.23501,0,4.06
13665.235,0,4.06
13666.23501,0,4.06
13667.235,0,4.06
13668.23501,0,4.06
13669.235,0,4.06
13670.23501,0,4.06
13671.23501,0,4.06
13672.235,0,4.06
13673.23501,0,4.06
13674.235,0,4.06
13675.23501,0,4.06
13676.235,0,4.06
13677.23501,0,4.06
13678.235,0,4.06
13679.23501,0,4.06
13680.235,0,4.06
13681.23501,0,4.06
13682.235,0,4.06
13683.235,0,4.06
13684.23501,0,4.06
13685.235,0,4.06
13686.23501,0,4.06
13687.235,0,4.06
13688.23501,0,4.06
13689.235,0,4.06
13690.23501,0,4.06
13691.235,0,4.06
13692.23501,0,4.06
13693.235,0,4.06
13694.23501,0,4.06
13695.235,0,4.06
13696.235,0,4.06
13697.23501,0,4.06
13698.235,0,4.06
13699.23501,0,4.06
13700.235,0,4.06
13701.23501,0,4.06
13702.235,0,4.06
13703.23501,0,4.06
13704.235,0,4.06
13705.23501,0,4.06
13706.235,0,4.06
13707.23501,0,4.06
13708.235,0,4.06
13709.235,0,4.06
13710.23501,0,4.06
13711.235,0,4.06
13712.23501,0,4.06
13713.235,0,4.06
13714.23501,0,4.06
13715.235,0,4.06
13716.23501,0,4.06
13717.235,0,4.06
13718.23501,0,4.06
13719.235,0,4.06
13720.23501,0,4.06
13721.235,0,4.06
13722.235,0,4.06
13723.23501,0,4.06
13724.235,0,4.06
13725.23501,0,4.06
13726.235,0,4.06
13727.23501,0,4.06
13728.235,0,4.06
13729.23501,0,4.06
13730.235,0,4.06
13731.23501,0,4.06
13732.235,0,4.06
13733.23501,0,4.06
13734.235,0,4.06
13735.235,0,4.06
13736.23501,0,4.06
13737.235,0,4.06
13738.23501,0,4.06
13739.235,0,4.06
13740.23501,0,4.06
13741.235,0,4.06
13742.23501,0,4.06
13743.235,0,4.06
13744.23501,0,4.06
13745.235,0,4.06
13746.23501,0,4.06
13747.235,0,4.06
13748.235,0,4.06
13749.23501,0,4.06
13750.235,0,4.06
13751.23501,0,4.06
13752.235,0,4.06
13753.23501,0,4.06
13754.235,0,4.06
13755.23501,0,4.06
13756.235,0,4.06
13757.23501,0,4.06
13758.235,0,4.06
13759.23501,0,4.06
13760.23501,0,4.06
13761.235,0,4.06
13762.23501,0,4.06
13763.235,0,4.06
13764.23501,0,4.06
13765.235,0,4.06
13766.23501,0,4.06
13767.235,0,4.06
13768.23501,0,4.06
13769.235,0,4.06
13770.23501,0,4.06
13771.235,0,4.06
13772.235,0,4.06
13773.23501,0,4.06
13774.235,0,4.06
13775.23501,0,4.06
13776.235,0,4.06
13777.23501,0,4.06
13778.235,0,4.06
13779.23501,0,4.06
13780.235,0,4.06
13781.23501,0,4.06
13782.235,0,4.06
13783.23501,0,4.06
13784.235,0,4.06
13785.235,0,4.06
13786.23501,0,4.06
13787.235,0,4.06
13788.23501,0,4.06
13789.235,0,4.06
13790.23501,0,4.06
13791.235,0,4.06
13792.23501,0,4.06
13793.235,0,4.06
13794.23501,0,4.06
13795.235,0,4.06
13796.23501,0,4.06
13797.235,0,4.06
13798.235,0,4.06
13799.23501,0,4.06
13800.235,0,4.06
13801.23501,0,4.06
13802.235,0,4.06
13803.23501,0,4.06
13804.235,0,4.06
13805.23501,0,4.06
13806.235,0,4.06
13807.23501,0,4.06
13808.235,0,4.06
13809.23501,0,4.06
13810.235,0,4.06
13811.235,0,4.06
13812.23501,0,4.06
13813.235,0,4.06
13814.23501,0,4.06
13815.235,0,4.06
13816.23501,0,4.06
13817.235,0,4.06
13818.23501,0,4.06
13819.235,0,4.06
13820.23501,0,4.06
13821.235,0,4.06
13822.23501,0,4.06
13823.235,0,4.06
13824.235,0,4.06
13825.23501,0,4.06
13826.235,0,4.06
13827.23501,0,4.06
13828.235,0,4.06
13829.23501,0,4.06
13830.235,0,4.06
13831.23501,0,4.06
13832.235,0,4.06
13833.23501,0,4.06
13834.235,0,4.06
13835.23501,0,4.06
13836.235,0,4.06
